"budget","revenue","runtime","vote_average","vote_count","ru","net.revenue","ratio","ratio_indicator","studio_unclass","actor_unclass","genre_unclass"
15644668.58,47277946.78,"116","6.995","4047","FALSE",31633278.200000003,2.0219845526443234,"Profit",3,10,3
47440110.6,37012133.08,"108","6.1","148","FALSE",-10427977.520000003,0.21981351620204703,"No.Profit",4,10,3
348952.3643,5337690.518,"114","7.3","1369","FALSE",4988738.1537,14.296329998243257,"Profit",4,10,3
26883030.88,29793936.22,"129","6.5","1275","FALSE",2910905.34,0.1082804001153608,"No.Profit",4,10,3
15121269.12,21678317.84,"115","7.395","2048","FALSE",6557048.720000001,0.4336308459273028,"No.Profit",5,10,3
73455655.12,44942509.5,"105","7.6","1780","FALSE",-28513145.620000005,0.3881681481625863,"No.Profit",5,10,3
3941378.182,19520976.84,"135","7.915","5071","FALSE",15579598.658,3.9528301874585248,"Profit",5,10,3
56934961.73,1033119.042,"100","5.8","642","FALSE",-55901842.68799999,0.9818543999924104,"No.Profit",5,10,3
39554620.24,9394222.307,"101","6.6","214","FALSE",-30160397.933000002,0.7625000000000001,"No.Profit",5,10,3
758798.3937,6791075.936,"118","7.077","2844","FALSE",6032277.5423,7.949776373254861,"Profit",1,11,3
12018368.02,25524724.46,"124","5.62","221","FALSE",13506356.440000001,1.123809523682734,"Profit",1,11,3
44515546.03,130156860.9,"157","7.507","8707","FALSE",85641314.87,1.923851833970192,"Profit",1,11,3
29459904.87,199855994.6,"141","7.311","3496","FALSE",170396089.73,5.783999998707396,"Profit",1,11,3
858680.9195,1130824.366,"95","6.347","4723","FALSE",272143.44649999996,0.3169319829052053,"No.Profit",1,11,3
70519501.19,2461425449,"109","6.7","658","FALSE",2390905947.81,33.904181218868885,"Profit",2,11,3
91404874.35,30477136.39,"105","5.9","28","FALSE",-60927737.95999999,0.6665699000547884,"No.Profit",4,11,3
44515546.03,130156860.9,"157","7.507","8707","FALSE",85641314.87,1.923851833970192,"Profit",4,11,3
8142221.833,298957.959,"133","7.36","19201","FALSE",-7843263.874,0.9632830000051904,"No.Profit",7,11,3
6213320.691,33609.09428,"98","6.6","1032","FALSE",-6179711.59672,0.9945908000002829,"No.Profit",1,12,3
35813171.39,23193773.72,"123","6.2","1069","FALSE",-12619397.670000002,0.3523675000065388,"No.Profit",1,12,3
24721637.65,50935757.65,"159","7.5","4986","FALSE",26214120,1.060371500105698,"Profit",1,12,3
8308294.6,699037.1584,"91","7.3","1027","FALSE",-7609257.4416,0.915862738136416,"No.Profit",1,12,3
16039362.27,19186709.05,"154","7.559","5817","FALSE",3147346.780000001,0.19622642889529307,"No.Profit",1,12,3
20336854.07,43728625.99,"140","6.734","1010","FALSE",23391771.92,1.1502158514529774,"Profit",2,12,3
95965587.49,134938932,"91","5.7","207","FALSE",38973344.510000005,0.4061179171550551,"No.Profit",3,12,3
211472715,729079544.6,"126","6.9","215","FALSE",517606829.6,2.4476293766786887,"Profit",3,12,3
93248215.39,312402023.2,"120","7.196","4572","FALSE",219153807.81,2.3502198609744354,"Profit",4,12,3
29546905.95,44320358.93,"131","8.351","4420","FALSE",14773452.98,0.5000000001692225,"No.Profit",4,12,3
4536380.735,6513777.466,"107","6.3","1180","FALSE",1977396.7309999997,0.4358974359765681,"No.Profit",4,12,3
14028318.96,147897612.2,"155","6.7","1635","FALSE",133869293.23999998,9.54278938351142,"Profit",4,12,3
68676388.69,155106802.8,"130","6.579","6033","FALSE",86430414.11000001,1.2585171666515598,"Profit",4,12,3
23475640.14,53363625.3,"110","7.022","6544","FALSE",29887985.159999996,1.2731488888805227,"Profit",4,12,3
9801531.002,303681071.6,"132","6.398","231","FALSE",293879540.59800005,29.983024135518622,"Profit",2,2,4
89362161.23,661628966.1,"117","6.9","3651","FALSE",572266804.87,6.403905153962221,"Profit",4,2,4
295053277,335344690.4,"102","5.6","426","FALSE",40291413.399999976,0.13655640028698945,"No.Profit",1,3,4
6599104.474,9611739.125,"119","6.639","2726","FALSE",3012634.6509999996,0.45652173910408067,"No.Profit",1,3,4
77325683.38,218662850,"91","6.5","912","FALSE",141337166.62,1.8278165861843045,"Profit",2,3,4
2692928.051,3337241.131,"104","7.1","2963","FALSE",644313.0800000001,0.23926115655438285,"No.Profit",3,3,4
8629554.426,10576063.94,"108","6.9","675","FALSE",1946509.5139999986,0.22556315400657956,"No.Profit",3,3,4
6062612.976,992022.8351,"142","8.479","23436","FALSE",-5070590.1409,0.8363704166788958,"No.Profit",4,3,4
55500524.86,163911437.2,"77","7.492","7477","FALSE",108410912.33999999,1.9533312993609766,"Profit",1,4,4
51691016.57,29926378.01,"96","6.1","190","FALSE",-21764638.56,0.421052631660403,"No.Profit",2,4,4
22812683.84,17143406.31,"85","6.6","1304","FALSE",-5669277.530000001,0.2485142725758304,"No.Profit",2,4,4
7069476.518,22955144.95,"105","7.7","11259","FALSE",15885668.432,2.2470784635259182,"Profit",3,4,4
35406393.24,47617097.58,"127","6.2","504","FALSE",12210704.339999996,0.344872866807712,"No.Profit",4,5,4
500,500,"108","6.6","468","FALSE",0,0,"No.Profit",4,5,4
9319981.037,2485328.277,"133","5.478","275","FALSE",-6834652.760000001,0.7333333332832618,"No.Profit",5,5,4
72585812.23,94737287.03,"143","6.838","2692","FALSE",22151474.799999997,0.30517637151747273,"No.Profit",1,7,4
86025698.81,136559238.8,"98","5.6","2839","FALSE",50533539.99000001,0.5874237662586215,"No.Profit",2,8,4
37756609.89,108106730.3,"115","6.225","4097","FALSE",70350120.41,1.8632530996548111,"Profit",2,8,4
5960291.449,73314064.3,"96","5.979","291","FALSE",67353772.851,11.30041599933849,"Profit",2,8,4
86025698.81,136559238.8,"98","5.6","2839","FALSE",50533539.99000001,0.5874237662586215,"No.Profit",4,8,4
8809875.64,11201127.6,"127","7.246","3461","FALSE",2391251.959999999,0.2714285714934336,"No.Profit",4,8,4
511263.6792,929570.3259,"135","7.7","1741","FALSE",418306.64670000004,0.8181818183418496,"No.Profit",1,10,4
15788054.62,34362536.69,"151","7.406","706","FALSE",18574482.07,1.176489600338107,"Profit",2,10,4
73649762.17,81744700.33,"161","7.2","1139","FALSE",8094938.159999996,0.10991126001622492,"No.Profit",2,10,4
4864021.405,8733129.34,"121","6.5","1186","FALSE",3869107.9349999996,0.7954545452910069,"No.Profit",2,10,4
26288673.82,45325299.69,"124","5.8","36","FALSE",19036625.869999997,0.7241379310475996,"No.Profit",3,10,4
47440110.6,37012133.08,"108","6.1","148","FALSE",-10427977.520000003,0.21981351620204703,"No.Profit",4,10,4
3941378.182,19520976.84,"135","7.915","5071","FALSE",15579598.658,3.9528301874585248,"Profit",5,10,4
12018368.02,25524724.46,"124","5.62","221","FALSE",13506356.440000001,1.123809523682734,"Profit",1,11,4
44049378.2,54936855.35,"94","6.547","1137","FALSE",10887477.149999999,0.24716528575197907,"No.Profit",2,11,4
34394102.06,27478098.83,"81","5.7","151","FALSE",-6916003.230000004,0.2010810812253548,"No.Profit",3,11,4
91404874.35,30477136.39,"105","5.9","28","FALSE",-60927737.95999999,0.6665699000547884,"No.Profit",4,11,4
6213320.691,33609.09428,"98","6.6","1032","FALSE",-6179711.59672,0.9945908000002829,"No.Profit",1,12,4
35813171.39,23193773.72,"123","6.2","1069","FALSE",-12619397.670000002,0.3523675000065388,"No.Profit",1,12,4
20336854.07,43728625.99,"140","6.734","1010","FALSE",23391771.92,1.1502158514529774,"Profit",2,12,4
95965587.49,134938932,"91","5.7","207","FALSE",38973344.510000005,0.4061179171550551,"No.Profit",3,12,4
9295703.259,72506485.42,"114","6.206","7370","FALSE",63210782.161,6.799999999978485,"Profit",1,1,5
77833240.52,242448147.4,"137","7.236","9349","FALSE",164614906.88,2.1149692057046066,"Profit",2,1,5
2858.125683,5716.251366,"104","6.44","1672","FALSE",2858.125683,1,"Profit",2,1,5
29823939.32,28682833.15,"130","7.2","6907","FALSE",-1141106.1700000018,0.03826141670140716,"No.Profit",2,1,5
150579462.2,754267795,"131","6.812","9472","FALSE",603688332.8,4.00910140054943,"Profit",2,1,5
95.51293702,95.51293702,"145","5.1","436","FALSE",0,0,"No.Profit",2,1,5
12575753.01,46873261.2,"110","5.6","4964","FALSE",34297508.190000005,2.7272727257546547,"Profit",4,1,5
2858.125683,5716.251366,"104","6.44","1672","FALSE",2858.125683,1,"Profit",5,1,5
23475640.14,15769518.68,"98","5.8","1465","FALSE",-7706121.460000001,0.3282603334368543,"No.Profit",8,1,5
47267072.99,13398155.7,"149","7.4","1903","FALSE",-33868917.29000001,0.7165435714025584,"No.Profit",1,2,5
209394275.2,1237849399,"134","6.076","1313","FALSE",1028455123.8,4.911572309308292,"Profit",1,2,5
12982344.19,8497534.379,"101","5.8","113","FALSE",-4484809.810999999,0.34545454544754284,"No.Profit",1,2,5
185914.0652,94425.7537,"129","6.681","7134","FALSE",-91488.31150000001,0.49210000008111277,"No.Profit",2,2,5
22892129.56,16838277.29,"153","8.21","19302","FALSE",-6053852.27,0.2644512496809406,"No.Profit",2,2,5
8654666.812,26121358.01,"128","7.235","5185","FALSE",17466691.198,2.0181818176734216,"Profit",3,2,5
41625393.64,9712591.85,"99","6.2","886","FALSE",-31912801.79,0.7666666666506508,"No.Profit",4,2,5
83751113.97,626737502.9,"117","6.7","1308","FALSE",542986388.93,6.4833333336258665,"Profit",4,2,5
50521774.8,163615397.9,"96","7.2","305","FALSE",113093623.10000001,2.2385124740312965,"Profit",4,2,5
101749.2743,82314.01967,"99","6","1051","FALSE",-19435.25463000001,0.19101123584131557,"No.Profit",4,2,5
4519300.903,18077203.61,"117","6.1","2096","FALSE",13557902.706999999,2.9999999995574536,"Profit",5,2,5
7651630.742,51444502.79,"124","5.9","3576","FALSE",43792872.048,5.723338399959605,"Profit",5,2,5
2526088.74,17133271.4,"101","5","1555","FALSE",14607182.659999998,5.782529500527364,"Profit",5,2,5
50662477.32,5960291.449,"117","7.367","3018","FALSE",-44702185.871,0.8823529411845982,"No.Profit",3,3,5
63974600.11,254493065.8,"134","7.6","5980","FALSE",190518465.69,2.978032928106098,"Profit",5,3,5
7668863.404,1637536.981,"121","6","5609","FALSE",-6031326.423,0.7864694029957715,"No.Profit",5,3,5
234903961.1,1353762465,"119","6.01","4841","FALSE",1118858503.9,4.763046560222522,"Profit",1,4,5
8637862.608,22924823.44,"118","5.1","191","FALSE",14286960.832000002,1.6539925998322853,"Profit",3,4,5
602317.8489,29393111.03,"122","6.694","2386","FALSE",28790793.1811,47.800000006109734,"Profit",3,4,5
6025734.538,14016775.95,"96","6.6","3112","FALSE",7991041.412,1.3261522494239024,"Profit",5,4,5
97801615.99,226900522.6,"105","5.8","774","FALSE",129098906.61,1.320007908899993,"Profit",1,5,5
165818911.5,286578919.4,"118","7.932","11844","FALSE",120760007.89999998,0.7282643867795501,"No.Profit",1,5,5
22846197.62,99692498.72,"131","7.4","3470","FALSE",76846301.1,3.363636364273032,"Profit",1,5,5
3727992.415,128907.7644,"120","6.693","801","FALSE",-3599084.6506,0.9654216666639864,"No.Profit",1,5,5
196355618.7,210597213.5,"119","5.6","4445","FALSE",14241594.800000012,0.07252960161918715,"No.Profit",2,5,5
83751113.97,626737502.9,"117","6.7","1308","FALSE",542986388.93,6.4833333336258665,"Profit",4,5,5
21582029.16,23740232.08,"138","6.449","792","FALSE",2158202.919999998,0.10000000018533929,"No.Profit",4,5,5
113342044.2,394663792.9,"141","6.605","1185","FALSE",281321748.7,2.482059951235642,"Profit",4,5,5
2688303.088,94090608.08,"128","6.348","1776","FALSE",91402304.992,34,"Profit",1,6,5
62192610.77,35070387.3,"141","6.6","1250","FALSE",-27122223.470000006,0.43610041666047916,"No.Profit",1,6,5
22734798.66,97521974.75,"124","6.75","1109","FALSE",74787176.09,3.2895464441293627,"Profit",1,6,5
1863996.207,120549791.8,"129","7.405","4844","FALSE",118685795.593,63.67276668659015,"Profit",2,6,5
11054594.1,5081470.798,"118","6.771","2873","FALSE",-5973123.301999999,0.5403294999316166,"No.Profit",2,6,5
180376705.8,165487976.8,"115","6.428","3047","FALSE",-14888729,0.08254241551848986,"No.Profit",2,6,5
44049378.2,66274924.91,"98","6.542","2981","FALSE",22225546.709999993,0.5045598284971929,"No.Profit",3,6,5
37802792.02,542654945,"116","6.3","1084","FALSE",504852152.98,13.354890631170898,"Profit",3,6,5
26883030.88,29793936.22,"129","6.5","1275","FALSE",2910905.34,0.1082804001153608,"No.Profit",4,6,5
523428.5464,16284.44367,"106","5.5","426","FALSE",-507144.10273,0.9688888888808224,"No.Profit",4,6,5
26362749.31,201420845.3,"121","6.647","4138","FALSE",175058095.99,6.640358102695929,"Profit",5,6,5
1043051.004,87616284.3,"132","7.2","7456","FALSE",86573233.296,82.99999996548587,"Profit",5,6,5
6455645.681,620704.5939,"122","6.3","1037","FALSE",-5834941.0871,0.9038508888852385,"No.Profit",5,6,5
11054594.1,5081470.798,"118","6.771","2873","FALSE",-5973123.301999999,0.5403294999316166,"No.Profit",5,6,5
65068527.69,209517836.8,"106","6.323","2661","FALSE",144449309.11,2.2199566247785194,"Profit",5,6,5
36139070.93,77851733.45,"152","8.5","28452","FALSE",41712662.52,1.154226200247257,"Profit",1,7,5
234903961.1,1353762465,"119","6.01","4841","FALSE",1118858503.9,4.763046560222522,"Profit",1,7,5
36689449.58,44396801.17,"165","7.77","20071","FALSE",7707351.590000004,0.21006997047460213,"No.Profit",1,7,5
62927683.14,8852267.503,"127","6.5","1852","FALSE",-54075415.637,0.8593263399940264,"No.Profit",1,7,5
55774219.55,116196290.7,"110","6.498","6167","FALSE",60422071.150000006,1.0833333328103918,"Profit",2,7,5
9640044.966,2301759.021,"115","6.3","626","FALSE",-7338285.945,0.7612294310744193,"No.Profit",3,7,5
8233286.042,52274832.01,"107","5.7","837","FALSE",44041545.967999995,5.349206348878604,"Profit",3,7,5
43771653.92,21887544,"124","6.3","1391","FALSE",-21884109.92,0.49996077278681,"No.Profit",4,7,5
13594642.15,25175263.24,"97","5.838","565","FALSE",11580621.089999998,0.851851851797364,"No.Profit",4,7,5
16729970.16,83734417.45,"115","6.5","1228","FALSE",67004447.29000001,4.005054799810833,"Profit",4,7,5
32646957.83,338984245.5,"117","6.48","7145","FALSE",306337287.67,9.383333334308412,"Profit",4,7,5
20229907.21,139270167.4,"104","6.3","1477","FALSE",119040260.19,5.884370054409161,"Profit",4,7,5
37802792.02,348181631,"147","7.604","2873","FALSE",310378838.98,8.210473946363287,"Profit",1,8,5
1105459.41,6632756.461,"122","8.173","21445","FALSE",5527297.051,5.000000000904602,"Profit",1,8,5
618891.7413,2526088.74,"100","6.4","114","FALSE",1907196.9987000003,3.081632653061225,"Profit",1,8,5
61900214.02,11001260.55,"170","7.9","5804","FALSE",-50898953.47,0.8222742728087259,"No.Profit",1,8,5
14603865.8,3452277.359,"126","7.2","837","FALSE",-11151588.441,0.763605239442833,"No.Profit",2,8,5
69636722.14,362707841.3,"128","7.253","2736","FALSE",293071119.16,4.208571428316227,"Profit",2,8,5
47862645.65,154645921.1,"167","6.335","932","FALSE",106783275.44999999,2.231035790015924,"Profit",2,8,5
10669267.2,41506237.64,"119","7.8","4758","FALSE",30836970.44,2.8902613330370057,"Profit",4,8,5
74815945.03,510108716.1,"125","6.6","6224","FALSE",435292771.07000005,5.8181818179995535,"Profit",1,9,5
110183482.7,42302357.33,"105","6.8","1503","FALSE",-67881125.37,0.6160735139841428,"No.Profit",1,9,5
31066603.46,153191667.1,"99","6.1","433","FALSE",122125063.63999999,3.931072278218083,"Profit",1,9,5
9165349.87,812746.565,"167","7.2","112","FALSE",-8352603.305,0.9113240000078688,"No.Profit",1,9,5
14934605.58,373365139.5,"124","6.3","1545","FALSE",358430533.92,24,"Profit",2,9,5
2221680.36,1871416.769,"111","6.2","1258","FALSE",-350263.5909999998,0.15765705873188698,"No.Profit",2,9,5
185914.0652,94425.7537,"129","6.681","7134","FALSE",-91488.31150000001,0.49210000008111277,"No.Profit",2,9,5
889105.5999,2042723.672,"128","6.594","4978","FALSE",1153618.0721,1.297503999783322,"Profit",3,9,5
160039008,651006082.8,"131","7.752","9412","FALSE",490967074.79999995,3.0677962887647987,"Profit",3,9,5
37802792.02,542654945,"116","6.3","1084","FALSE",504852152.98,13.354890631170898,"Profit",3,9,5
32829213.09,9340175.689,"124","6.911","4845","FALSE",-23489037.401,0.71549194117464,"No.Profit",3,9,5
8654666.812,26121358.01,"128","7.235","5185","FALSE",17466691.198,2.0181818176734216,"Profit",3,9,5
110545.941,2133159.7,"98","5.3","5673","FALSE",2022613.759,18.2965900032458,"Profit",3,9,5
12575753.01,46873261.2,"110","5.6","4964","FALSE",34297508.190000005,2.7272727257546547,"Profit",4,9,5
5241363.394,10150332.15,"104","5.6","132","FALSE",4908968.756,0.9365824093821646,"No.Profit",5,9,5
22094928.65,44541280.09,"126","7.5","9225","FALSE",22446351.440000005,1.0159051335067337,"Profit",5,9,5
6774041.47,1473574.176,"109","5.8","757","FALSE",-5300467.294,0.7824675000107432,"No.Profit",5,9,5
4846390.139,259064.4062,"111","6.423","731","FALSE",-4587325.7328,0.9465448717974126,"No.Profit",2,10,5
26883030.88,29793936.22,"129","6.5","1275","FALSE",2910905.34,0.1082804001153608,"No.Profit",4,10,5
994131.3106,646185.3519,"131","6.474","1283","FALSE",-347945.95869999996,0.3499999999899409,"No.Profit",1,11,5
758798.3937,6791075.936,"118","7.077","2844","FALSE",6032277.5423,7.949776373254861,"Profit",1,11,5
44515546.03,130156860.9,"157","7.507","8707","FALSE",85641314.87,1.923851833970192,"Profit",1,11,5
71128447.99,26570782.15,"103","7.2","2212","FALSE",-44557665.839999996,0.6264394500251769,"No.Profit",1,11,5
44515546.03,130156860.9,"157","7.507","8707","FALSE",85641314.87,1.923851833970192,"Profit",4,11,5
24721637.65,50935757.65,"159","7.5","4986","FALSE",26214120,1.060371500105698,"Profit",1,12,5
40168462.01,92453034.78,"145","7.333","7368","FALSE",52284572.77,1.3016324288687897,"Profit",3,12,5
93248215.39,312402023.2,"120","7.196","4572","FALSE",219153807.81,2.3502198609744354,"Profit",4,12,5
201622731.6,535616831.1,"133","7","8539","FALSE",333994099.5,1.6565299797773398,"Profit",4,12,5
15916965.06,14544126.82,"123","6.107","5510","FALSE",-1372838.2400000002,0.08625000022460313,"No.Profit",4,12,5
14028318.96,147897612.2,"155","6.7","1635","FALSE",133869293.23999998,9.54278938351142,"Profit",4,12,5
171487541,780515980.6,"110","7","7325","FALSE",609028439.6,3.5514442393223193,"Profit",4,12,5
68676388.69,155106802.8,"130","6.579","6033","FALSE",86430414.11000001,1.2585171666515598,"Profit",4,12,5
32646957.83,338984245.5,"117","6.48","7145","FALSE",306337287.67,9.383333334308412,"Profit",4,12,5
11818762.38,54336760.05,"126","6.7","5599","FALSE",42517997.669999994,3.5975000006726585,"Profit",4,12,5
226819036.8,229945188.2,"118","5.9","4138","FALSE",3126151.399999976,0.013782579469978492,"No.Profit",4,12,5
